id;address;categories;city;country;keys;menus.amountMax;menus.amountMin;menus.currency;menus.description;menus.name;name;review_overall;priceRangeCurrency;priceRangeMin;priceRangeMax;province
AVwdgsnWIN2L1WUfwiGt;114 Pleasant St;Italian Restaurant;Marblehead;US;us/ma/marblehead/114pleasantst/1496163814;6.45;6.45;USD;;Mani Pizzas;Joey D's Italian Grill;3.5;;;;MA
AVwdgsnWIN2L1WUfwiGt;114 Pleasant St;Italian Restaurant;Marblehead;US;us/ma/marblehead/114pleasantst/1496163814;17.95;14.45;USD;;Margarita Pizza;Joey D's Italian Grill;3.5;;;;MA
AVwdgsnWIN2L1WUfwiGt;114 Pleasant St;Italian Restaurant;Marblehead;US;us/ma/marblehead/114pleasantst/1496163814;14.95;14.95;USD;;Pizza Bianca;Joey D's Italian Grill;4.5;;;;MA
AVwdgsnWIN2L1WUfwiGt;114 Pleasant St;Italian Restaurant;Marblehead;US;us/ma/marblehead/114pleasantst/1496163814;17.95;14.45;USD;;Roasted Pizza;Joey D's Italian Grill;4;;;;MA
AVwdgsnWIN2L1WUfwiGt;114 Pleasant St;Italian Restaurant;Marblehead;US;us/ma/marblehead/114pleasantst/1496163814;17.95;17.95;USD;;White Pizza;Joey D's Italian Grill;3;;;;MA
AVwdGTpgkufWRAb52SM7;12 Main St;Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant;Butler;US;us/faysonlakes/butler/12mainst/239056222;18;18;USD;;Grandma Sicilian Pizza;Aj's Pizza;4;;;;Fayson Lakes
AVwdGTpgkufWRAb52SM7;12 Main St;Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant;Butler;US;us/faysonlakes/butler/12mainst/239056222;18;18;USD;Sicilian crust with plum tomatoes, mozzarella cheese and garlic and oil.;Grandma Sicilian Pizza;Aj's Pizza;4;;;;Fayson Lakes
AVwdGwJUkufWRAb52WqT;3000 Custer Rd;Pizza Place and General Entertainment;Plano;US;us/tx/plano/3000custerrd/-1361270288;17.99;17.99;USD;Large;Make It A Special Pizza;Planet Pizza;4.5;;;;TX
AVwdGwJUkufWRAb52WqT;3000 Custer Rd;Pizza Place and General Entertainment;Plano;US;us/tx/plano/3000custerrd/-1361270288;;;;Large;Make It A Special Pizza;Planet Pizza;3.5;;;;TX
AVwdGwJUkufWRAb52WqT;3000 Custer Rd;Pizza Place and General Entertainment;Plano;US;us/tx/plano/3000custerrd/-1361270288;14.99;14.99;USD;Large;Pizza;Planet Pizza;3;;;;TX
AVwdh9ylkufWRAb56zcE;5125 E Main St;Chinese Restaurants;Columbus;US;us/oh/columbus/5125emainst/-1677931144;12;12;USD;;Tuna Pizza;Abyssinia Chinese;4;;;;OH
AVwdHa30ByjofQCxlqaG;1321 N H St;Pizza Place,Take Out Restaurants,Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza;Lompoc;US;us/ca/lompoc/1321nhst/-1107790431;;;;Ground beef, 3 cheese blend, onion topped with fresh tomato and lettuce;Cheeseburger Pizza;Mi Amore Pizza & Pasta;5;;;;CA
AVwdHa30ByjofQCxlqaG;1321 N H St;Pizza Place,Take Out Restaurants,Restaurant,Caterers,Restaurants,Italian Restaurants,Pizza;Lompoc;US;us/ca/lompoc/1321nhst/-1107790431;6.5;6.5;USD;Cheese or Pepperoni;French Bread Pizza;Mi Amore Pizza & Pasta;3;;;;CA
AVwdHcHy_7pvs4fz2bKm;801 S Broadway;Restaurant;Santa Maria;US;us/ca/santamaria/801sbroadway/-201181539;9;9;USD;melted leeks, seedless red grapes, marinara sauce, goat cheese, fresh herbs, house made pizza dough;Vineyard Flat Bread Pizza;Garden Room At Santa Maria Inn;3.5;USD;31;50;CA
AVwdHcHy_7pvs4fz2bKm;801 S Broadway;Restaurant;Santa Maria;US;us/ca/santamaria/801sbroadway/-201181539;9;9;USD;tomato sauce, olive oil, basil, fresh Mozzarella, house made pizza dough;Zucchini Flat Bread Pizza;Garden Room At Santa Maria Inn;4;USD;31;50;CA
AVwdHGWBIN2L1WUfsUZV;33 E Simpson St;Pizza Place;Mechanicsburg;US;us/brandtsville/mechanicsburg/33esimpsonst/1460116044;6.49;6.49;USD;;Pepperoni Pizza Skinz;Zeiderelli's Pizza;3;;;;Brandtsville
AVwdHGWBIN2L1WUfsUZV;33 E Simpson St;Pizza Place;Mechanicsburg;US;us/brandtsville/mechanicsburg/33esimpsonst/1460116044;5.29;5.29;USD;;Pizza Friez;Zeiderelli's Pizza;3;;;;Brandtsville
AVwdHGWBIN2L1WUfsUZV;33 E Simpson St;Pizza Place;Mechanicsburg;US;us/brandtsville/mechanicsburg/33esimpsonst/1460116044;7.29;7.29;USD;;Pizza Steak;Zeiderelli's Pizza;3.5;;;;Brandtsville
AVwdHGWBIN2L1WUfsUZV;33 E Simpson St;Pizza Place;Mechanicsburg;US;us/brandtsville/mechanicsburg/33esimpsonst/1460116044;;;;;White Pizza;Zeiderelli's Pizza;4;;;;Brandtsville
AVwdHGWBIN2L1WUfsUZV;33 E Simpson St;Pizza Place;Mechanicsburg;US;us/brandtsville/mechanicsburg/33esimpsonst/1460116044;;;;;White Pizza Deluxe;Zeiderelli's Pizza;3.5;;;;Brandtsville
AVwdhhU7kufWRAb56vCY;703 Mckinney Ave;TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub;Dallas;US;us/tx/dallas/703mckinneyave/-1827150455;8.95;8.95;USD;;Chorizo Pizza;Jandro's;2.5;;;;TX
AVwdhhU7kufWRAb56vCY;703 Mckinney Ave;TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub;Dallas;US;us/tx/dallas/703mckinneyave/-1827150455;8.95;8.95;USD;Chicken or beef;Fajita Pizza;Jandro's;3.5;;;;TX
AVwdhhU7kufWRAb56vCY;703 Mckinney Ave;TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub;Dallas;US;us/tx/dallas/703mckinneyave/-1827150455;7.95;7.95;USD;;Pepperoni Pizza;Jandro's;4.5;;;;TX
AVwdhhU7kufWRAb56vCY;703 Mckinney Ave;TX\\Mexican Restaurant,TX\\Nightclub,Mexican Restaurant,Nightclub;Dallas;US;us/tx/dallas/703mckinneyave/-1827150455;7.95;7.95;USD;;Sausage Pizza;Jandro's;4.5;;;;TX
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;14.99;14.99;USD;;Hawaiian Pizza;Mr Shoes Pizza;1;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;11.99;11.99;USD;;Mr. Potato Pizza;Mr Shoes Pizza;3.5;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;16.99;16.99;USD;;Mr. Shoes Philly Steak Pizza;Mr Shoes Pizza;4;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;;;;Topped with seasoning and imported olive on same pricing as our conventional pizzas.;Mr. Shoes White Pizza;Mr Shoes Pizza;2;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;14.99;14.99;USD;With our famous buffalo wing sauce topped with mozzarella chicken and cheddar cheese. served with bleu cheese.;New Chicken Wing Pizza;Mr Shoes Pizza;4;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;14.99;14.99;USD;;New Five Cheese Pizza;Mr Shoes Pizza;4;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;14.99;14.99;USD;;New Pizza Calamari;Mr Shoes Pizza;1.5;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;17.99;17.99;USD;;Pizza;Mr Shoes Pizza;4.5;;;;NY
AVwdHi4gkufWRAb52e2a;107 Driving Park Ave;Pizza Place,Restaurants,Pizza;Rochester;US;us/ny/rochester/107drivingparkave/1096216069;16.99;16.99;USD;;Veggie Pizza;Mr Shoes Pizza;4;;;;NY
AVwdHIxp_7pvs4fz2YB1;1000 E Derry Rd;Golf Course;Hershey;US;us/derrychurch/hershey/1000ederryrd/-1516969938;7;7;USD;;Ice Cream Pizza;Hershey Country Club;4;;;;Derry Church
AVwdhmoVByjofQCxp-FD;131 Main St S;American Restaurant,Ice Cream Shop,Burger Joint;Stillwater;US;us/oakparkhts/stillwater/131mainsts/-1988728333;4.95;4.95;USD;;Pizza Rolls;Leo's Grill & Malt Shop;3;USD;25;40;Oak Park Hts
AVwdHoIIkufWRAb52fwj;144 Fifth Ave S;Restaurant;Nashville;US;us/tn/nashville/144fifthaves/750765635;18;18;USD;;Hangover Pizza;Trattoria Il Mulino - Nashville;4;USD;31;50;TN
AVwdHoIIkufWRAb52fwj;144 Fifth Ave S;Restaurant;Nashville;US;us/tn/nashville/144fifthaves/750765635;17;17;USD;mozzarella, tomatoes;Margherita Pizza;Trattoria Il Mulino - Nashville;3;USD;31;50;TN
AVwdHoIIkufWRAb52fwj;144 Fifth Ave S;Restaurant;Nashville;US;us/tn/nashville/144fifthaves/750765635;26;26;USD;onions, mushrooms, garlic, tomato, oregano, maldon sea salt;New York Strip Pizzaiola;Trattoria Il Mulino - Nashville;4;USD;31;50;TN
AVwdHoIIkufWRAb52fwj;144 Fifth Ave S;Restaurant;Nashville;US;us/tn/nashville/144fifthaves/750765635;;;;mozzarella, tomato, basil;Pizza Margherita;Trattoria Il Mulino - Nashville;4;USD;31;50;TN
AVwdHoIIkufWRAb52fwj;144 Fifth Ave S;Restaurant;Nashville;US;us/tn/nashville/144fifthaves/750765635;18;18;USD;seasonal vegetables;Primavera Pizza;Trattoria Il Mulino - Nashville;3.5;USD;31;50;TN
AVwdHQtxByjofQCxloxj;557 S Main St;Restaurant;Gunnison;US;us/ut/gunnison/557smainst/-1855023177;1.39;1.39;USD;;Pizza Stick;Miller's Drive Thru;4;;;;UT
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;8;8;USD;;Cheese Pizza;Sicilian Style Pizza Pie;4;;;;Paradise Park
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;6;6;USD;;Nutella Pizza;Sicilian Style Pizza Pie;3;;;;Paradise Park
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;5;5;USD;One slice of thick crust square pizza, your choice of cheese, pepperoni or mushroom and a soft drink or milk;Pizza;Sicilian Style Pizza Pie;4.5;;;;Paradise Park
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;10;10;USD;Blended cheese, artichoke hearts and garlic;Pizza Biancha (no Sauce);Sicilian Style Pizza Pie;3;;;;Paradise Park
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;11;11;USD;;Ranch Bbq Chicken Pizza;Sicilian Style Pizza Pie;3.5;;;;Paradise Park
AVwdhuvzkufWRAb56xPH;2415 Mission St;Catering,Restaurants,Pizza Place Westside;Santa Cruz;US;us/paradisepark/santacruz/2415missionst/70472911;47.5;47.5;USD;Cut to 24 slices, many topping choices;Sicilian Square Party Tray Pizza;Sicilian Style Pizza Pie;3.5;;;;Paradise Park
AVwdHWaQ_7pvs4fz2aMz;12170 4th St;Italian Restaurant;Yucaipa;US;us/ca/yucaipa/121704thst/-721364443;11.95;11.95;USD;;Includes Pizza Sauce and Mozzarella;Jake's Italian Bistro & Brew;4;USD;0;25;CA
AVwdHWaQ_7pvs4fz2aMz;12170 4th St;Italian Restaurant;Yucaipa;US;us/ca/yucaipa/121704thst/-721364443;9.45;9.45;USD;;Pizza Burger;Jake's Italian Bistro & Brew;3.5;USD;0;25;CA
AVwdHYVGIN2L1WUfsXQs;6746 E Cave Creek Rd;Bar;Cave Creek;US;us/az/cavecreek/6746ecavecreekrd/-291992146;;;;;Pizza Burger Melt;The Hideaway Grill;4.5;;;;AZ
AVwdHz2MByjofQCxluVG;441 6th Ave;Italian Restaurant,Pizza Place,Restaurants,Pizza;Dayton;US;us/ky/dayton/4416thave/-726438899;12.99;12.99;USD;Our version of a classic napoleon style pizza with fresh tomatoes and fresh basil;Pizza Margarita;Buona Vita Pizzeria;3;;;;KY
AVwdhZL5kufWRAb56t11;1601 Morris Ave;Diner;Union;US;us/townley/union/1601morrisave/-1593476224;10.99;10.99;USD;;Pizza Burger;Mark Twain Diner;3;USD;25;40;Townley
AVwdhzPuByjofQCxp_-F;2495 Harrisburg Pike;Restaurant;Middletown;US;us/hbginterairp/middletown/2495harrisburgpike/-1143908545;17;17;USD;BBQ Chicken, Bacon, Onions, House Red Sauce, and Cheddar Jack Cheese;Bbq Chicken Pizza;River House Bar & Grill;2.5;USD;0;30;Hbg Inter Airp
AVwdhzPuByjofQCxp_-F;2495 Harrisburg Pike;Restaurant;Middletown;US;us/hbginterairp/middletown/2495harrisburgpike/-1143908545;17;17;USD;Grilled Chicken, Sissy Sauce, Ranch Dressing, Bacon, Cheddar Jack, Shaved Celery;Buffalo Chicken Pizza;River House Bar & Grill;4.5;USD;0;30;Hbg Inter Airp
AVwdhzPuByjofQCxp_-F;2495 Harrisburg Pike;Restaurant;Middletown;US;us/hbginterairp/middletown/2495harrisburgpike/-1143908545;10.5;10.5;USD;14 in. with Cheese;Pizza For Two;River House Bar & Grill;4;USD;0;30;Hbg Inter Airp
AVwdhzPuByjofQCxp_-F;2495 Harrisburg Pike;Restaurant;Middletown;US;us/hbginterairp/middletown/2495harrisburgpike/-1143908545;17;17;USD;Seasoned Ground Beef, Tomato Sauce, Cheddar Jack Cheese, Lettuce, Tomato, and Taco Sauce;Taco Pizza;River House Bar & Grill;4.5;USD;0;30;Hbg Inter Airp
AVwdhzPuByjofQCxp_-F;2495 Harrisburg Pike;Restaurant;Middletown;US;us/hbginterairp/middletown/2495harrisburgpike/-1143908545;10.5;10.5;USD;14 in. with Olive Oil, Fresh Garlic, and Cheese;White Pizza;River House Bar & Grill;3.5;USD;0;30;Hbg Inter Airp
AVwdI3ixByjofQCxl4qP;5205 E 2nd St;Italian Restaurant;Long Beach;US;us/naples/longbeach/5205e2ndst/-1202384398;18.95;18.95;USD;;Pizza Con Carne;Buona Gente;3.5;USD;25;40;Naples
AVwdI5p0kufWRAb52r8a;1114 1st St;Pub,Brewery,Bar;Snohomish;US;us/larimerscorner/snohomish/11141stst/431571964;14.95;14.95;USD;;Big Fat Greek Pizza;Fred's Rivertown Alehouse;3;USD;25;40;Larimers Corner
AVwdI5p0kufWRAb52r8a;1114 1st St;Pub,Brewery,Bar;Snohomish;US;us/larimerscorner/snohomish/11141stst/431571964;15.95;15.95;USD;;Piggy In Heat Pizza;Fred's Rivertown Alehouse;3;USD;25;40;Larimers Corner
AVwdI5p0kufWRAb52r8a;1114 1st St;Pub,Brewery,Bar;Snohomish;US;us/larimerscorner/snohomish/11141stst/431571964;15.95;15.95;USD;Pepperoni, sausage, mushrooms, onion, peppers, chopped garlic and black olives baked with mozzarella cheese and pizza sauce.;Rivertown Pizza;Fred's Rivertown Alehouse;3;USD;25;40;Larimers Corner
AVwdI5p0kufWRAb52r8a;1114 1st St;Pub,Brewery,Bar;Snohomish;US;us/larimerscorner/snohomish/11141stst/431571964;14.95;14.95;USD;Diced chicken breast, spicy thai peanut sauce, lemongrass, and fresh cilantro baked with mozzarella cheese than topped with chopped peanuts.;Thai Chicken Pizza;Fred's Rivertown Alehouse;4;USD;25;40;Larimers Corner
AVwdI5p0kufWRAb52r8a;1114 1st St;Pub,Brewery,Bar;Snohomish;US;us/larimerscorner/snohomish/11141stst/431571964;13.95;13.95;USD;Mushrooms, black olives, tomatoes, peppers and onions baked with mozzarella cheese and pizza sauce.;Vegetarian Pizza;Fred's Rivertown Alehouse;3.5;USD;25;40;Larimers Corner
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;14.95;14.95;USD;;Create Your Own Pizza;Calandra's Mediterranean Grill;3.5;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;15.95;15.95;USD;Traditional, but gluten free pizza with tomato sauce and mozzarella cheese;Gluten Free Pizza Calandra;Calandra's Mediterranean Grill;2;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;14.95;14.95;USD;A traditional pizza made with mozzarella, tomato sauce, basil, and pesto;Pizza Calandra;Calandra's Mediterranean Grill;3;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;17.95;17.95;USD;A traditional pizza with crumbled italian sausage and crumbled meatballs;Pizza Con Carne;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;13.95;13.95;USD;;Pizza Contadina;Calandra's Mediterranean Grill;4.5;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;14.95;14.95;USD;Fresh whole sliced tomatoes, fresh mozzarella, basil, and pesto;Pizza Margherita;Calandra's Mediterranean Grill;3.5;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;15.95;15.95;USD;;Pizza Mediterranean;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;15.95;15.95;USD;Vodka sauce, fresh oregano, fresh garlic, black pepper, basil, and parmesan cheese;Pizza Parmigiana;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;13.95;13.95;USD;Marinated Tomatoes, Shredded Mozzarella, Onions, Black Olives and Pecorino Cheese;Pizza Pugliese;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;;;;Peppers, onions, topped with melted mozzarella in light marinara sauce;Pizzaiolla;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;6.95;6.95;USD;;Thin Crust Cheese Pizza;Calandra's Mediterranean Grill;3;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;13;13;USD;;Thin Crust Pizza;Calandra's Mediterranean Grill;4;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;13.95;13.95;USD;;Thin Crust Pizza Margherita;Calandra's Mediterranean Grill;3;USD;31;50;NJ
AVwdI9SeIN2L1WUfsm5I;118 Us Highway 46 E;Restaurant;Fairfield;US;us/nj/fairfield/118ushighway46e/139706882;;;;No Charge;Thin Crust Pizza or Spaghetti;Calandra's Mediterranean Grill;3.5;USD;31;50;NJ
AVwdIFGgIN2L1WUfseOO;355 Saint Mark Rd;Food,Restaurants;Taylors;US;us/sc/taylors/355saintmarkrd/-1047465375;6.5;6.5;USD;Hot cheese and black olives melted over our own special red sauce;Pizza;Lunch Box;4.5;;;;SC
AVwdifowIN2L1WUfwzoY;210 S Depeyster St;American Restaurant;Kent;US;us/oh/kent/210sdepeysterst/1245262070;14;14;USD;;Breakfast Pizza;Bricco Kent;4;USD;25;40;OH
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;27.55;27.55;USD;Chicken or steak. blended with mexican spices, red and green bell peppers, onions, olives, fresh cilantro and topped with more cheese;Fajita Pizza;Pizza Inn;4;;;;MS
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;27.55;27.55;USD;Chicken or steak. bbq sauce, country bacon, pineapple, chopped garlic and topped with more cheese;Lone Star Bbq Pizza;Pizza Inn;4.5;;;;MS
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;27.55;27.55;USD;;Original Bbq Chicken Pizza;Pizza Inn;4.5;;;;MS
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;7.65;7.65;USD;;Philly Cheese Pizza;Pizza Inn;4;;;;MS
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;27.55;27.55;USD;Garlic white sauce, cheese blend (mozzarella and cheddar) , spinach, red onion, mushroom, black olive, roasted garlic, canadian style bacon, italian sausage, cooked tomatoes, shredded parmesan, and olives oil;Sicilian Pizza;Pizza Inn;4;;;;MS
AVwdIfsHIN2L1WUfsiB5;5040 Hardy St;Pizza,Take Out Restaurants,Restaurants,Pizza Place;Hattiesburg;US;us/ms/hattiesburg/5040hardyst/-66711967;27.55;27.55;USD;The perfect blending of pepperoni, linguica, steak, canadian style bacon, italian sausage and topped with more cheese.;Ultimate Meat Pizza;Pizza Inn;3.5;;;;MS
AVwdIHWTIN2L1WUfsekm;312 S Evergreen Ave;Pizza,Caterers,Take Out Restaurants,Italian Restaurants,Restaurants;West Deptford;US;us/woodbury/westdeptford/312severgreenave/-915196126;15.25;15.25;USD;Fresh Mozzarella, tomato, fresh basil, olive oil;Margherita Pizza;Gia Nina's Pizza;4.5;;;;Woodbury
AVwdIj51_7pvs4fz2mFa;1413 S Victoria Ave;Pub,Food and Beverage;Ventura;US;us/ca/ventura/1413svictoriaave/-1859974752;7.95;7.95;USD;;Pub Pizza;Victoria Pub & Grill;4;USD;25;40;CA
AVwdIK21ByjofQCxlx77;658 W New York Ave Deland;Pizza Place;Deland;US;us/fl/deland/658wnewyorkavedeland/-1326508737;13.99;13.99;USD;;Gluten Free Pizza;Dobro's;4;;;;FL
AVwdIK21ByjofQCxlx77;658 W New York Ave Deland;Pizza Place;Deland;US;us/fl/deland/658wnewyorkavedeland/-1326508737;7.49;7.49;USD;Ham, Roasted Red peppers, Feta cheese, mixed olives, Red onion.;Greek Pizza;Dobro's;4;;;;FL
AVwdIK21ByjofQCxlx77;658 W New York Ave Deland;Pizza Place;Deland;US;us/fl/deland/658wnewyorkavedeland/-1326508737;4.99;4.99;USD;;Pepperoni Pizza;Dobro's;3.5;;;;FL
AVwdIK21ByjofQCxlx77;658 W New York Ave Deland;Pizza Place;Deland;US;us/fl/deland/658wnewyorkavedeland/-1326508737;9.99;9.99;USD;;Traditional Cheese Pizza;Dobro's;4;;;;FL
AVwdIK21ByjofQCxlx77;658 W New York Ave Deland;Pizza Place;Deland;US;us/fl/deland/658wnewyorkavedeland/-1326508737;7.49;7.49;USD;Tomato, olives, spinach, onion, mushrooms, red peppers.;Veggie Pizza;Dobro's;3;;;;FL
AVwdIp-7kufWRAb52pf6;130 Dorchester Ave;Restaurant;Boston;US;us/ma/boston/130dorchesterave/1796009054;10;10;USD;house made tomato sauce, fresh mozzarella, chopped garlic, sliced tomatoes, parmesan cheese and basil;Margherita Pizza;Stephi's In Southie;4;USD;0;30;MA
AVwdIpeJ_7pvs4fz2m7o;203 Nanticoke Rd;Restaurant;Essex;US;us/md/essex/203nanticokerd/2064135173;;;;;Cheese Pizza;The Crazy Tuna;4;USD;0;30;MD
AVwdiqex_7pvs4fz66FF;3708 Las Vegas Blvd S;Restaurant;Las Vegas;US;us/nv/lasvegas/3708lasvegasblvds/-1994404306;;;;;Pizza Port Chronic Amber Ale;Holsteins - The Cosmopolitan of Las Vegas;4.5;USD;0;30;NV
AVwdiqex_7pvs4fz66FF;3708 Las Vegas Blvd S;Restaurant;Las Vegas;US;us/nv/lasvegas/3708lasvegasblvds/-1994404306;25;25;USD;;Pizza Port Chronicle;Holsteins - The Cosmopolitan of Las Vegas;3.5;USD;0;30;NV
AVwdiqex_7pvs4fz66FF;3708 Las Vegas Blvd S;Restaurant;Las Vegas;US;us/nv/lasvegas/3708lasvegasblvds/-1994404306;;;;;Pizza Port Chronicle Ale, Carlsbad, California, Usa (5.0);Holsteins - The Cosmopolitan of Las Vegas;3.5;USD;0;30;NV
AVwdIR_7_7pvs4fz2jeS;20590 S Lagrange Rd;Restaurant;Frankfort;US;us/il/frankfort/20590slagrangerd/53149731;5;5;USD;;Cheese Flatbread Pizza;Dancing Marlin;4;USD;0;30;IL
AVwdIR_7_7pvs4fz2jeS;20590 S Lagrange Rd;Restaurant;Frankfort;US;us/il/frankfort/20590slagrangerd/53149731;;;;;Cheese Flatbread Pizza;Dancing Marlin;4;USD;0;30;IL
AVwdISL4ByjofQCxly5Z;1301 Williston Rd;Take Out Restaurants,Sandwich Shops,Family Style Restaurants,Pasta,Pizza;South Burlington;US;us/queencity/southburlington/1301willistonrd/-500261185;7;7;USD;Traditional hand tossed pizza;Cheese Pizza;Marco's Pizza;4;USD;25;40;Queen City
AVwdISL4ByjofQCxly5Z;1301 Williston Rd;Take Out Restaurants,Sandwich Shops,Family Style Restaurants,Pasta,Pizza;South Burlington;US;us/queencity/southburlington/1301willistonrd/-500261185;8;8;USD;Traditional hand tossed pizza;One Item Pizza;Marco's Pizza;4;USD;25;40;Queen City
AVwdISL4ByjofQCxly5Z;1301 Williston Rd;Take Out Restaurants,Sandwich Shops,Family Style Restaurants,Pasta,Pizza;South Burlington;US;us/queencity/southburlington/1301willistonrd/-500261185;2;2;USD;;Pizza Dough;Marco's Pizza;4;USD;25;40;Queen City
AVwdISL4ByjofQCxly5Z;1301 Williston Rd;Take Out Restaurants,Sandwich Shops,Family Style Restaurants,Pasta,Pizza;South Burlington;US;us/queencity/southburlington/1301willistonrd/-500261185;11.5;11.5;USD;Traditional hand tossed pizza stuffed with your topping choice;Stuffed Pizza;Marco's Pizza;4.5;USD;25;40;Queen City
